When was the first vaccine developed?
0, Vaccination is the administration of a vaccine to help the immune system develop immunity from a disease.
0,"Vaccines contain a microorganism or virus in a weakened, live or killed state, or proteins or toxins from the organism."
0,"In stimulating the body's adaptive immunity, they help prevent sickness from an infectious disease."
0,"When a sufficiently large percentage of a population has been vaccinated, herd immunity results."
0,Herd immunity protects those who may be immunocompromised and cannot get a vaccine because even a weakened version would harm them.
0,The effectiveness of vaccination has been widely studied and verified.
0,Vaccination is the most effective method of preventing infectious diseases; widespread immunity due to vaccination is largely responsible for the worldwide eradication of smallpox and the elimination of diseases such as polio and tetanus from much of the world.
0,"However, some diseases, such as measles outbreaks in America, have seen rising cases due to relatively low vaccination rates in the 2010s – attributed, in part, to vaccine hesitancy."
0,"According to the World Health Organization, vaccination prevents 3.5–5 million deaths per year. "
1,"The first disease people tried to prevent by inoculation was most likely smallpox, with the first recorded use of variolation occurring in the 16th century in China."
0,It was also the first disease for which a vaccine was produced.
2,"Although at least six people had used the same principles years earlier, the smallpox vaccine was invented in 1796 by English physician Edward Jenner."
0,He was the first to publish evidence that it was effective and to provide advice on its production.
0,Louis Pasteur furthered the concept through his work in microbiology.
0,The immunization was called vaccination because it was derived from a virus affecting cows (Latin: vacca 'cow').
0,"Smallpox was a contagious and deadly disease, causing the deaths of 20–60% of infected adults and over 80% of infected children."
0,"When smallpox was finally eradicated in 1979, it had already killed an estimated 300–500 million people in the 20th century. "
0,Vaccination and immunization have a similar meaning in everyday language.
0,"This is distinct from inoculation, which uses unweakened live pathogens."
0,"Vaccination efforts have been met with some reluctance on scientific, ethical, political, medical safety, and religious grounds, although no major religions oppose vaccination, and some consider it an obligation due to the potential to save lives."
