When was the start of the Great Depression?
1,The Great Depression (1929–1939) was a severe global economic downturn that affected many countries across the world.
0,"It became evident after a sharp decline in stock prices in the United States, leading to a period of economic depression."
2,The economic contagion began around September 1929 and led to the Wall Street stock market crash of 24 October (Black Thursday).
0,This crisis marked the start of a prolonged period of economic hardship characterized by high unemployment rates and widespread business failures. 
0,"Between 1929 and 1932, worldwide gross domestic product (GDP) fell by an estimated 15%."
0,"By comparison, worldwide GDP fell by less than 1% from 2008 to 2009 during the Great Recession."
0,Some economies started to recover by the mid-1930s.
0,"However, in many countries,[specify] the negative effects of the Great Depression lasted until the beginning of World War II."
0,"Devastating effects were seen in both rich and poor countries with falling personal income, prices, tax revenues, and profits."
0,"International trade fell by more than 50%, unemployment in the U.S. rose to 23% and in some countries rose as high as 33%. "
0,"Cities around the world were hit hard, especially those dependent on heavy industry."
0,Construction was virtually halted in many countries.
0,Farming communities and rural areas suffered as crop prices fell by about 60%.
0,"Faced with plummeting demand and few job alternatives, areas dependent on primary sector industries suffered the most. "
0,Economic historians usually consider the catalyst of the Great Depression to be the devastating Wall Street Crash.
0,"However, some dispute this, seeing the crash less as a cause of the Depression and more a symptom of the rising nervousness of investors partly due to gradual price declines caused by falling sales of consumer goods (as a result of overproduction because of new production techniques, falling exports and income inequality, among other factors) that had already been underway as part of a gradual depression. "
0,"After the Wall Street Crash of 1929, where the Dow Jones Industrial Average dropped from 381 to 198 over the course of two months, optimism persisted for some time."
0,"The stock market rose in early 1930, with the Dow returning to 294 (pre-depression levels) in April 1930, before steadily declining for years, to a low of 41 in 1932. "
0,"At the beginning, governments and businesses spent more in the first half of 1930 than in the corresponding period of the previous year."
0,"On the other hand, consumers, many of whom suffered severe losses in the stock market the previous year, cut  expenditures by 10%."
