When did the Industrial Revolution begin?
0," The Industrial Revolution, also known as the First Industrial Revolution, was a period of global transition of the human economy towards more widespread, efficient and stable manufacturing processes that succeeded the Agricultural Revolution."
2,"Beginning in Great Britain, the Industrial Revolution spread to continental Europe and the United States, during the period from around 1760 to about 1820–1840."
0,This transition included going from hand production methods to machines; new chemical manufacturing and iron production processes; the increasing use of water power and steam power; the development of machine tools; and the rise of the mechanized factory system.
0,"Output greatly increased, and the result was an unprecedented rise in population and the rate of population growth."
0,"The textile industry was the first to use modern production methods,: 40  and textiles became the dominant industry in terms of employment, value of output, and capital invested.  "
0,Many of the technological and architectural innovations were of British origin.
0,"By the mid-18th century, Britain was the world's leading commercial nation, controlling a global trading empire with colonies in North America and the Caribbean."
0,"Britain had major military and political hegemony on the Indian subcontinent; particularly with the proto-industrialised Mughal Bengal, through the activities of the East India Company."
0,"The development of trade and the rise of business were among the major causes of the Industrial Revolution.: 15  Developments in law also facilitated the revolution, such as courts ruling in favour of property rights."
1,"An entrepreneurial spirit and consumer revolution helped drive industrialisation in Britain, which after 1800, was emulated in Belgium, the United States, and France. "
0,"The Industrial Revolution marked a major turning point in history, comparable only to humanity's adoption of agriculture with respect to material advancement."
0,The Industrial Revolution influenced in some way almost every aspect of daily life.
0,"In particular, average income and population began to exhibit unprecedented sustained growth."
0,"Some economists have said the most important effect of the Industrial Revolution was that the standard of living for the general population in the Western world began to increase consistently for the first time in history, although others have said that it did not begin to improve meaningfully until the late 19th and 20th centuries."
0,"GDP per capita was broadly stable before the Industrial Revolution and the emergence of the modern capitalist economy, while the Industrial Revolution began an era of per-capita economic growth in capitalist economies."
0,Economic historians agree that the onset of the Industrial Revolution is the most important event in human history since the domestication of animals and plants. 
2,"The precise start and end of the Industrial Revolution is still debated among historians, as is the pace of economic and social changes."
0,Britain was already industrialising in the 17th century.
2,"Eric Hobsbawm held that the Industrial Revolution began in Britain in the 1780s and was not fully felt until the 1830s or 1840s, while T. S. Ashton held that it occurred roughly between 1760 and 1830."
1,"Rapid adoption of mechanized textiles spinning occurred in Britain in the 1780s, and high rates of growth in steam power and iron production occurred after 1800."
